State,Metropolitan Area,Masjid Name,Masjid Location,Phone Number
Texas,Dallas-Fort Worth,MAS Youth Center of Dallas,"1515 Blake Drive, Richardson, TX",(972) 633-9692
Texas,Dallas-Fort Worth,Tyler Masjid of Al-Islam,"702 South Peach Avenue, Tyler, TX",(903) 592-2755
Texas,Dallas-Fort Worth,Noori Masjid,"1251 Shiloh Road, Plano, TX",(972) 423-5786
Texas,Dallas-Fort Worth,Barkaat ul Quran ,"555 West Airport Freeway, Irving, TX",(972) 252-1111
Texas,Dallas-Fort Worth,Jame Hasan Al Basri Mosque,"3751 North Josey Lane, Carrollton, TX",(972) 394-0777
Texas,Dallas-Fort Worth,Grand Prairie Masjid,"802 Greenview Drive, Grand Prairie, TX",(855) 655-6100
Texas,Dallas-Fort Worth,Islamic Association of DeSoto,"1120 West Belt Line Road, DeSoto, TX",(972) 274-1101
Texas,Dallas-Fort Worth,Dar AlArqam Mosque,"2100 South Hampton Road, Red Oak, TX",(972) 230-5002
Texas,Dallas-Fort Worth,Maktab Foundation,"2204 West Walnut Hill Lane, Irving, TX",(214) 636-6533
Texas,Dallas-Fort Worth,Tyler Islamic Center ,"6708 Rhones Quarter Road, Tyler, TX",(903) 830-8715
Texas,Dallas-Fort Worth,Al Razak Islamic Center,"11132 Shady Trail, Dallas, TX",(972) 878-8805
Texas,Dallas-Fort Worth,American Imams Academy Masjid,"5206 Ben Davis Road, Sachse, TX",(214) 893-2447
Texas,Dallas-Fort Worth,Sachse Muslim Society,"7340 Texas 78, Sachse, TX",(214) 495-1691
Texas,Dallas-Fort Worth,Dar El-Eman Islamic Center,"5511 Mansfield Road, Arlington, TX",(817) 466-0505
Texas,Dallas-Fort Worth,Masjid Hassan,"1201 East Allen Avenue, Fort Worth, TX",(817) 927-9871
Texas,Dallas-Fort Worth,Jet Travel Plaza,"771 TX-179, Teague, TX",(903) 389-2672
Texas,East Texas,Islamic Circle of East Texas,"208 White Avenue, Lufkin, TX",(936) 634-9463
Texas,East Texas,East Texas Islamic Society,"10569 State Highway 64 East, Tyler, TX",(903) 566-0606
Texas,East Texas,Islamic Society of Triplex,"1270 West Cardinal Drive, Beaumont, TX",(409) 842-5349
Texas,East Texas,Islamic Center of Port Arthur,"1100 Gulfway Drive, Port Arthur, TX",(409) 982-5176
Texas,East Texas,Islamic Centre of Longview,"119 Amy Street, Longview, TX",(903) 234-9021
Texas,East Texas,Islamic Center of Golden Triangle,"2394 West Lucas Drive, Beaumont, TX",(409) 896-5099
Texas,East Texas,AhlulBayt Muslim Mission,"225 PR 3477, Big Sandy, TX",(903) 353-0325
Texas,East Texas,Islamic Center of Nacogdoches,"2125 Highway 7, Nacogdoches, TX",
Texas,Panhandle,Islamic Center of the South Plains,"3419 La Salle Avenue, Lubbock, TX",(806) 797-8026
Texas,Panhandle,Islamic Cultural & Student Center,"2222 15th Street, Lubbock, TX",(806) 797-8026
Texas,Panhandle,Khursheed Unissa Memorial Community Center,"7432 South Soncy Road, Amarillo, TX",(806) 352-0177
Texas,Panhandle,Islamic Center of Amarillo,"601 Quail Creek Drive, Amarillo, TX",(806) 358-1615
Texas,Panhandle,Abilene Muslims Group,"505 Pine Street, Abilene, TX",(915) 692-8187
Texas,Panhandle,Islamic Association of West Texas,"4604 Tammy Cove, Midland, TX",(915) 699-5208
Texas,Panhandle,Muslim Association of West Texas,"1200 South Midland Drive, Midland, TX",(432) 230-7013
Texas,Panhandle,Friday Musallah,"1601 North Grand View, Odessa, TX",(915) 550-8080
Texas,Panhandle,Cactus Musallah,"403 Winona Avenue, Suite D, Cactus, TX",
Texas,Panhandle,Midland Musallah,"5010 West Loop 250 North, Midland, TX",
Texas,San Antonio,Masjid Beit El-Maqdes,"7627 Culebra Road, San Antonio, TX",(210) 543-2222
Texas,San Antonio,Hussainiah of San Antonio,"7211 Carriage Fern, San Antonio, TX",(313) 354-3443
Texas,San Antonio,Islamic Education Center of San Antonio,"6819 Whitby Road, San Antonio, TX",(210) 373-4253
Texas,San Antonio,Islamic Center of San Antonio,"8638 Fairhaven, San Antonio, TX",(210) 614-0989
Texas,San Antonio,Lackland AFB Masjid,"2200 Andrews Avenue, San Antonio, TX",(210) 671-2180
Texas,San Antonio,Masjid Al-Ikhlas,"3300 Nacogdoches Road, San Antonio, TX",(210) 645-9981
Texas,San Antonio,Zainabia Islamic Education Center,"5005 Timberhill Drive, San Antonio, TX",(210) 618-8978
Texas,San Antonio,Hussainiah of San Antonio Texas,"3727 Ticonderoga Drive, San Antonio, TX",(210) 233-9889
Texas,San Antonio,Northside Islamic Center of San Antonio,"21003 Encino Commons, San Antonio, TX",(210) 910-6666
Texas,San Antonio,Masjid Al-Madina,"5281 Casa Bella Street, San Antonio, TX",(210) 877-9738
Texas,South Texas,Islamic Society of South Texas,"7341 McArdle Road, Corpus Christi, TX",(361) 992-8550
Texas,South Texas,Victoria Islamic Center,"201 E. Airline Road, Victoria, TX",(361) 575-1001
Texas,South Texas,Islamic Society of South Texas,"2008 North Ware Road, McAllen, TX",(956) 618-4180
Texas,South Texas,Islamic Center of Brownsville,"246 Gilson Road, Brownsville, TX",(956) 371-8272
Texas,South Texas,Masjid Arridwan,"1910 Elsham Avenue, Edinburg, TX",(956) 682-8278
Texas,South Texas,Rio Grande Valley Islamic Center,"502 East Pike Blvd., Weslaco, TX",(956) 969-8549
Texas,South Texas,Islamic Center of Laredo,"604 Amistad Drive, Laredo, TX",
Texas,South Texas,Al-Montazar Foundation,"505 West Nolana Avenue, McAllen, TX",(956) 289-1892
Texas,South Texas,Islamic Society of Kingsville,"702 West B Avenue, Kingsville, TX",(361) 592-7870
Texas,Temple/Waco,Masjid-e-Siddique,"2432 Old Robinson Road, Waco, TX",(817) 662-5045
Texas,Temple/Waco,Islamic Center of Hewitt,"317 South Hewitt Drive, Hewitt, TX",(254) 235-6503
Texas,Temple/Waco,Islamic Center of Greater Killeen,"5600 Highway 195, South Fort Hood Street, Killeen, TX",(254) 634-8799
Texas,Temple/Waco,Islamic Center of Waco,"2725 Benton Drive, Waco, TX",(254) 723-6556
Texas,West Texas,Islamic Center of El Paso,"143 Paragon Lane, El Paso, TX",(915) 581-7729
Texas,West Texas,Al-Mahdi Islamic Education Center,"150 North Festival Drive, El Paso, TX",(915) 526-6909
Utah,Salt Lake City Metro,Al-Rasool Islamic Center,"1247 West 4800 South, Taylorsville, UT",(801) 266-0518
Utah,Salt Lake City Metro,Khadeeja Islamic Center,"1019 West Parkway Avenue, West Valley, UT",(801) 972-6555
Utah,Salt Lake City Metro,Logan Islamic Center,"600 East 748 North, Logan, UT",(435) 753-2491
Utah,Salt Lake City Metro,Islamic Society of Ogden Valley,"1061 East 23rd Street, Ogden, UT",(801) 393-1515
Utah,Salt Lake City Metro,Utah Islamic Center,"225 East 9000 South, Sandy, UT",(801) 255-2212
Utah,Salt Lake City Metro,The Islamic Society of Bosniaks,"427 East 3300 South, Salt Lake City, UT",(801) 746-7172
Utah,Salt Lake City Metro,Madina Masjid,"1773 West Duder Street, Salt Lake City, UT",(409) 791-9652
Utah,Salt Lake City Metro,Utah Valley Islamic Center,"University Mall, Suite 215, Orem, UT",(801) 380-9845
Utah,Salt Lake City Metro,Muslim Community Center of Utah,"1888 East Fort Union Blvd., Cottonwood Heights, UT",(801) 896-4622
Utah,Salt Lake City Metro,Al Sahaba Mosque,"352 East 900 South Street, Orem, UT",(801) 380-9845
Utah,Salt Lake City Metro,Islamic Society of Salt Lake City,"740 South 700 East, Salt Lake City, UT",(801) 364-7822
Utah,Salt Lake City Metro,Al-Huda Islamic Center,"470 East Stanley Avenue, Salt Lake City, UT",(801) 463-4631
Vermont,North,Islamic Society of Vermont,"182 Hegeman Avenue, Colchester, VT",(802) 655-6711
Virginia,Arlington & Alexandria,McLean Islamic Center,"8800 Jarrett Valley Drive, Vienna, VA",(703) 599-8278
Virginia,Arlington & Alexandria,Madina Islamic Center,"6805 Backlick Road, Springfield, VA",(703) 451-4612
Virginia,Arlington & Alexandria,Baitul Mukkaram Masjid,"2116 South Nelson Street, Arlington, VA",(703) 778-1550
Virginia,Arlington & Alexandria,Masjid Noor,"8608 Pohick Road, Springfield, VA",(703) 451-7615
Virginia,Arlington & Alexandria,Mustafa Center Mosque,"6844 Braddock Road, Annandale, VA",(703) 658-7134
Virginia,Arlington & Alexandria,Baitul Mukarram Masjid,"2116 South Nelson Street, Arlington, VA",(703) 778-1550
Virginia,Arlington & Alexandria,Shahe Najaf Islamic Center,"5501 Cherokee Avenue, Alexandria, VA",(703) 569-2761
Virginia,Arlington & Alexandria,Islamic Foundation of America,"6606 Electronic Drive, Annandale, VA",(703) 914-4982
Virginia,Arlington & Alexandria,Syed Ali Hujveri Islamic Center,"3435 Franconia Road, Alexandria, VA",(703) 623-9639
Virginia,Arlington & Alexandria,Al Iman Islamic Center,"9502 Richmond Highway, Lorton, VA",(703) 688-3135
Virginia,Arlington & Alexandria,Darul Hikmah Islamic Center,"5220 Fillmore Avenue, Alexandria, VA",(703) 705-1666
Virginia,Arlington & Alexandria,Dar Alsalaam,"14505 Jefferson Davis Highway, Woodbridge, VA",(703) 309-8183
Virginia,Arlington & Alexandria,Imam Ali Center,"7900 Backlick Road, Springfield, VA",(703) 337-4566
Virginia,Arlington & Alexandria,Masjid Dar ul-Huda,"6666 Commerce Street, Springfield, VA",(703) 922-0111
Virginia,Arlington & Alexandria,Dar Al Hijrah Islamic Center,"3159 Row Street, Falls Church, VA",(703) 531-2900
Virginia,Arlington & Alexandria,United American Muslim Association,"4200 Daniels Avenue, Annandale, VA",(631) 388-8480
Virginia,Arlington & Alexandria,ICNA Virginia Masjid,"2913 Woodlawn Trail, Alexandria, VA",(703) 660-1255
Virginia,Arlington & Alexandria,Peace Islamic Centre,"9302 Old Keene Mill Road, Burke, VA",(703) 955-5272
Virginia,Arlington & Alexandria,Idara Dawat-O-Irshad,"4803 Valley Street, Alexandria, VA",(703) 256-8622
Virginia,Fairfax & Loudoun,Muslim Community Center of Leesburg,"19838 Sycolin Road, Leesburg, VA",(571) 233-5723
Virginia,Fairfax & Loudoun,Ahlul-Bayt Islamic Trust of America,"14740 Flint Lee Road, Chantilly, VA",(703) 222-5535
Virginia,Fairfax & Loudoun,Ezher Bloom Mosque,"10359 Democracy Lane, Fairfax, VA",(703) 385-7773
Virginia,Fairfax & Loudoun,NAIF Center,"13515 Dulles Technology Drive, Herndon, VA",(703) 775-3008
Virginia,Fairfax & Loudoun,Zakaria Masjid Jumaa,"14566 Lee Road, Chantilly, VA",(571) 969-2123
Virginia,Fairfax & Loudoun,Islamic Heritage Center,"8900 Lee Highway, Fairfax, VA",(703) 206-9056
Virginia,Fairfax & Loudoun,Reston Islamic Center,"11741 Bowman Green Drive, Reston, VA",(703) 300-6670
Virginia,Fairfax & Loudoun,ADAMS Tysons,"8661 Leesburg Pike, Vienna, VA",
Virginia,Fairfax & Loudoun,ADAMS Reston,"1441 Wiehle Avenue, Reston, VA",
Virginia,Fairfax & Loudoun,Zakaria Masjid Jumaa,"25930 Lennox Hale Drive, Aldie, VA",(571) 969-2123
Virginia,Fairfax & Loudoun,Madani Masjid,"43083 John Mosby Highway, Chantilly, VA",(571) 969-2123
Virginia,Fairfax & Loudoun,Islamic Center of Northern Virginia,"4420 Shirley Gate, Fairfax, VA",(703) 941-6558
Virginia,Fairfax & Loudoun,ADAMS Center,"46903 Sugarland Road, Sterling, VA",(703) 433-1325
Virginia,Fairfax & Loudoun,Zakaria Masjid,"26243 Gum Spring Road , Chantilly, VA",(571) 969-2123
Virginia,Fairfax & Loudoun,NAIF Center,"22084 Shaw Road, Sterling, VA",(703) 622-4860
Virginia,Fairfax & Loudoun,ADAMS Sully Center,"4431 Brookfield Corporate Drive, Chantilly, VA",
Virginia,Fairfax & Loudoun,ADAMS South Riding,"3940 Centerview Drive, Chantilly, VA",
Virginia,Fairfax & Loudoun,ADAMS Fairfax,"3950 Fair Ridge Drive, Fairfax, VA",
Virginia,Fredricksburg,Islamic Center of Stafford,"2604 Jefferson Davis Highway, Stafford, VA",(540) 207-9831
Virginia,Fredricksburg,Maryam Center,"1149 Warrenton Road, Fredericksburg, VA",(540) 623-1223
Virginia,Fredricksburg,Islamic Center of Fredericksburg,"7020 Harrison Road, Fredericksburg, VA",(540) 786-5972
Virginia,Norfolk,Masjid William Salaam,"614 West 35th Street, Norfolk, VA",(757) 626-0734
Virginia,Norfolk,Muslim Community of Tidewater,"1442 West 49th Street, Norfolk, VA",(757) 423-8609
Virginia,Norfolk,Turkish-American Religious Foundation,"7110 Clayton Drive, Norfolk, VA",(301) 459-9589
Virginia,Norfolk,Mosque & Islamic Center of Hampton Roads,"22 Tide Mill Lane, Hampton, VA",(757) 838-4756
Virginia,Prince William County,North American Islamic Foundation ,"9720 Capital Court, Manassas, VA",(571) 224-5501
Virginia,Prince William County,Manassas Muslim Association,"9059 Euclid Avenue, Manassas, VA",(703) 962-7477
Virginia,Prince William County,Madinatul Uloom Masjid,"1834 Old Bridge Road, Woodbridge, VA",(703) 345-9332
Virginia,Prince William County,Woodbridge Faith Center,"13195 Occoquan Road, Woodbridge, VA",(703) 499-9066
Virginia,Prince William County,Manassas Mosque,"12950 Center Entrance Court, Manassas, VA",(703) 257-5537
Virginia,Prince William County,Taqwa Center,"10441 Balls Ford Road, Manassas, VA",(703) 634-5339
Virginia,Prince William County,MCB Quantico Islamic Prayer Center,"Embry Loop, Quantico, VA",
Virginia,Prince William County,Haskay Community Masjid,"4229 Dale Blvd., Woodbridge, VA",(571) 594-0777
Virginia,Prince William County,Masjid Al-Hussain,"209 Washington Street, Occoquan, VA",(703) 310-9172
Virginia,Prince William County,Prince William Islamic Center,"9002 Mathis Avenue, Manassas, VA",(703) 330-3556
Virginia,Prince William County,Masjid Al Falah,"14914 Jefferson Davis Highway, Woodbridge, VA",(703) 490-2220
Virginia,Prince William County,Dar Al-Noor ICC,"5404 Hoadly Road, Manassas, VA",(703) 580-0808
Virginia,Prince William County,Badr Community Center of Dumfries ,"17794 South Main Street, Dumfries, VA",(703) 221-2237
Virginia,Richmond,Masjid Abdul Aziz of Williamsburg,"2692 John Tyler Highway, Williamsburg, VA",(757) 564-1659
Virginia,Richmond,West End Islamic Center,"5000 Shady Grove Road, Glen Allen, VA",(804) 814-4160
Virginia,Richmond,Islamic Centre of Richmond,"8481 Hungary Road, Glen Allen, VA",(804) 273-9293
Virginia,Richmond,Masjid Umm Barakah,"314 North 2nd Street, Richmond, VA",(804) 249-9042
Virginia,Richmond,Islamic Center of Henrico,"7705 Impala Drive, Henrico, VA",(804) 360-3737
Virginia,Richmond,Crescent Community Center,"1429 Lynnhaven Parkway, Virginia Beach, VA",(757) 368-2525
Virginia,Richmond,Islamic Society of Greater Richmond,"6324 Rigsby Road, Richmond, VA",(804) 673-4177
Virginia,Richmond,Islamic Center of Virginia,"1241 Buford Road, Richmond, VA",(804) 320-7333
Virginia,Richmond,Imam Mehdi Center,"2035 Shallow Well Road, Manakin-Sabot, VA",(804) 784-4377
Virginia,Richmond,ICR Mayland Musallah,"8615 Mayland Drive, Henrico, VA",(804) 273-9292
Virginia,Richmond,Muslim Community Center of Chesterfield,"16831 Hull Street Road, Moseley, VA",(804) 557-0786
Virginia,Richmond,Umma-Tul-Islamia,"33 Alabama Avenue, Portsmouth, VA",(757) 718-9099
Virginia,Richmond,Masjid Ash-Shura,"3518 Colley Avenue, Norfolk, VA",(757) 962-7453
Virginia,Richmond,Bosanski Dzemat,"8401 Three Chopt Road, Richmond, VA",(804) 283-5618
Virginia,Richmond,Masjid Bilal,"400 Chimborazo Blvd., Richmond, VA",(804) 222-9825
Virginia,Richmond,Petersburg Islamic Center,"630 South Jones Street, Petersburg, VA",(804) 590-7579
Virginia,Richmond,Masjid Ar-Rahman,"1320 Hull Street, Richmond, VA",(804) 291-3800
Virginia,Richmond,Islamic Masjid of Richmond,"9550 Midlothian Turnpike, Richmond, VA",(804) 306-8169
Virginia,Richmond,Zehra Foundation,"963 Manakin Road, Manakin-Sabot, VA",(804) 306-0233
Virginia,Richmond,Petersburg Muslim Center,"2219 East Washington Street, Petersburg, VA",(804) 715-7406
Virginia,Richmond,Masjid al-Islaah ,"5002 Jefferson Avenue, Newport News, VA",(757) 201-1053
Virginia,Richmond,Masjidullah ,"2211 North Avenue, Richmond, VA",(804) 321-8864
Virginia,Western Virginia,Islamic Association of Shenandoah Valley,"1330 Country Club Road, Harrisonburg, VA",(540) 433-8186
Virginia,Western Virginia,Islamic Society of Central Virginia,"708 Pine Street, Charlottesville, VA",(434) 260-1253
Virginia,Western Virginia,Danville Masjid,"259 Piney Forest Road, Danville, VA",(434) 203-5488
Virginia,Western Virginia,Jaffery Center of Roanoke,"3031 Preston Avenue NW, Roanoke, VA",(767) 656-0103
Virginia,Western Virginia,Masjid Al-Hedaya,"106B Southpark Drive, Blacksburg, VA",(540) 953-4622
Virginia,Western Virginia,Masjid Al Ihsaan,"1284 North Main Street, Blacksburg, VA",(540) 961-5210
Virginia,Western Virginia,Masjid An Nur Islamic Center,"3718 Salem Turnpike NW, Roanoke, VA",(540) 342-7688
Virginia,Western Virginia,Greater Lynchburg Islamic Association,"1105 Airport Road, Lynchburg, VA",(434) 841-6829
Virginia,Western Virginia,Islamic Society of Winchester,"601 Woodstock Lane, Winchester, VA",(540) 869-6401
Virginia,Western Virginia,Islamic Center of Culpeper,"16040 Brandy Road, Culpeper, VA",(571) 331-4909
Virginia,Western Virginia,The Islamic Center of Central Virginia,"1718 15th Street, Lynchburg, VA",(434) 846-7026
Virginia,Western Virginia,Khatme Nubuwwat Center,"1602 Strasburg Road, Front Royal, VA",(703) 256-8622
Virginia,Western Virginia,South Boston Masjid & Islamic Center,"451 Short Street, South Boston, VA",(434) 222-2081
Virginia,Western Virginia,Muslim Community Center of Winchester,"420 Stephenson Road, Stephenson, VA",(540) 533-5633
Virginia,Western Virginia,Sufi Lodge,"67 High Country Lane, Troutdale, VA",(276) 677-0195
Washington,Eastern Washington,Islamic Center Tri-Cities,"2900 Bombing Range Road, West Richland, WA",(509) 967-6695
Washington,Eastern Washington,Islamic Center of Moscow,"316 South Lilly Street, Moscow, ID",(208) 882-8254
Washington,Eastern Washington,Islamic Centre of Spokane,"6411 East 2nd Avenue, Spokane Valley, WA",(509) 482-2608
Washington,Northwest Washington,Islamic Society of Whatcom County,"1244 Nevada Street, Bellingham, WA",(360) 752-9399
Washington,Northwest Washington,Islamic Center of Blaine,"495 Cherry Street, Blaine, WA",(360) 319-8342
Washington,Puget Sound,Abubakr Masjid,"7713 Rainier Avenue South, Seattle, WA",(206) 722-6222
Washington,Puget Sound,Ithna-Asheri Muslim Association,"515 State Street South, Kirkland, WA",(206) 202-4626
Washington,Puget Sound,Muslim Association of Puget Sound,"17550 NE 67th Court, Redmond, WA",(425) 861-9555
Washington,Puget Sound,Everett Muslim Community Center,"500 SE Everett Mall Way, Everett, WA",
Washington,Puget Sound,Islamic Center of Bothell,"3300 Monte Villa Parkway, Bothell, WA",(512) 222-6996
Washington,Puget Sound,Islamic Center of Federal Way,"3304 South 272nd Street, Kent, WA",(206) 371-8921
Washington,Puget Sound,Downtown Muslim Association of Seattle,"1217 6th Avenue, Seattle, WA",(253) 850-2260
Washington,Puget Sound,Islamic Center of Redmond,"18080 NE 68th Street, Redmond, WA",(425) 895-9147
Washington,Puget Sound,Idris Mosque,"1420 NE Northgate Way, Seattle, WA",(206) 363-3013
Washington,Puget Sound,Islamic Center of Kitsap County,"1318 Park Avenue, Bremerton, WA",(360) 908-7399
Washington,Puget Sound,The Islamic Center of Seattle,"3040 South 150th Street, Seattle, WA",(206) 241-3761
Washington,Puget Sound,Islamic Center of Eastside,"14230 NE 21st Street, Bellevue, WA",(425) 746-0398
Washington,Puget Sound,Islamic Center of Kent,"20857 108th Avenue SE, Kent, WA",(253) 850-2260
Washington,Puget Sound,Muslim Association of the Northwest,"5507 238th Street SW, Mountlake Terrace, WA",(425) 776-6162
Washington,Puget Sound,Evergreen Islamic Institute,"6224 188th Street SW, Lynnwood, WA",(425) 774-8852
Washington,Puget Sound,Islamic Center of Olympia,"4324 20th Lane NE, Olympia, WA",(360) 459-1993
Washington,Puget Sound,Mashallah Muslim Center,"1218 Martin Luther King, Jr. Way, Tacoma, WA",(253) 779-2443
Washington,Puget Sound,Masjid Jamiul Muslimin,"5945 39th Avenue South, Seattle, WA",(206) 723-7677
Washington,Puget Sound,Islamic Center of Yakima,"301 South 10th Avenue, Yakima, WA",(509) 248-5919
Washington,Puget Sound,Gambia International,"5903 Rainier Ave South, Seattle, WA",(206) 721-3542
Washington,Puget Sound,Sammamish Mosque,"22011 220th Avenue SE, Sammamish, WA",(425) 440-9936
Washington,Puget Sound,Tawfiq Islamic Center,"6951 Martin Luther King Jr Way South, Seattle, WA",(206) 734-1933
Washington,Puget Sound,Al-Mahdi Islamic Center,"107 SW 110th Street, Seattle, WA",
Washington,Puget Sound,Tawhid Islamic Center,"9421 16th Avenue SW, Seattle, WA",(206) 778-1744
